method,pf,pm,td,detected,det_H25,det_H50,det_H100,mean_logBIR,max_logBIR,rep_id,job_id,scenario_id,block_id,rep_start,rep_end,study,fault_type,step_delta,w_roll,gamma_online,online_contamination,offline_contamination,eps_offline,alpha_adaptive,c_liu_T2,c_class_roll,c_rrh_075,c_rrh_085,c_rrh_adaptive
Classical_Rolling,0.059665871121718374,0.9447035309793471,16,1,1,1,1,-0.038932167260162145,0.10792511197113619,809,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.045346062052505964,0.9460359760159893,16,1,1,1,1,-0.015436821347640274,0.19032360854619768,809,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.05250596658711217,0.9447035309793471,16,1,1,1,1,-0.04764538282823369,0.10454631623121635,809,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.050119331742243436,0.944037308461026,16,1,1,1,1,-0.038932167260162145,0.10792511197113619,809,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.08353221957040573,0.9573617588274483,0,1,1,1,1,0.19500438587715155,0.40896306403006477,810,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.05489260143198091,0.9487008660892738,9,1,1,1,1,0.19500438587715155,0.40896306403006477,810,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.057279236276849645,0.9546968687541639,9,1,1,1,1,0.23213049214572246,0.541711257028906,810,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.05250596658711217,0.9513657561625583,9,1,1,1,1,0.19137513573591153,0.475132355047025,810,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.05250596658711217,0.9526982011992006,9,1,1,1,1,0.19500438587715155,0.40896306403006477,810,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.0883054892601432,0.9793471019320453,6,1,1,1,1,0.041805717449271286,0.38555519470628496,811,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.06205250596658711,0.9460359760159893,28,1,0,1,1,0.041805717449271286,0.38555519470628496,811,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.06205250596658711,0.9413724183877415,17,1,1,1,1,0.07123767411890161,0.31836885165042705,811,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.06443914081145585,0.9420386409060626,28,1,0,1,1,0.01838514588882127,0.37373688829123,811,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.059665871121718374,0.944037308461026,28,1,0,1,1,0.041805717449271286,0.38555519470628496,811,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.03579952267303103,0.9813457694870087,16,1,1,1,1,0.004946330924782318,0.15276246053796028,812,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.04295942720763723,0.9473684210526315,16,1,1,1,1,0.004946330924782318,0.15276246053796028,812,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.05250596658711217,0.950033311125916,16,1,1,1,1,-0.0020653732264974524,0.2313241831717976,812,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.06443914081145585,0.9467021985343105,16,1,1,1,1,0.015298122526996116,0.14094415293461138,812,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.057279236276849645,0.9487008660892738,16,1,1,1,1,0.004946330924782318,0.15276246053796028,812,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.0405727923627685,0.9913391072618255,13,1,1,1,1,0.01186290021576462,0.20641749502979856,813,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.059665871121718374,0.950033311125916,12,1,1,1,1,0.01186290021576462,0.20641749502979856,813,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.057279236276849645,0.9526982011992006,12,1,1,1,1,0.0996325366778971,0.40545229810836503,813,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.06443914081145585,0.9473684210526315,12,1,1,1,1,0.03268509234869092,0.2894693848799186,813,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.059665871121718374,0.9467021985343105,12,1,1,1,1,0.01186290021576462,0.20641749502979856,813,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.04295942720763723,0.9840106595602931,19,1,1,1,1,0.06262270542901098,0.353338272057246,814,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.05489260143198091,0.9460359760159893,12,1,1,1,1,0.06262270542901098,0.353338272057246,814,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.057279236276849645,0.9447035309793471,12,1,1,1,1,0.10994036606113469,0.4871657864015422,814,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.06443914081145585,0.9407061958694204,12,1,1,1,1,0.07208626504177042,0.4212025920556943,814,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.06443914081145585,0.9400399733510992,12,1,1,1,1,0.06262270542901098,0.353338272057246,814,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.0405727923627685,0.9913391072618255,0,1,1,1,1,0.004880283912884008,0.15635386304478782,815,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.05250596658711217,0.9506995336442372,0,1,1,1,1,0.004880283912884008,0.15635386304478782,815,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.050119331742243436,0.9506995336442372,0,1,1,1,1,0.03472008802988338,0.2917363226076235,815,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.0477326968973747,0.9520319786808794,0,1,1,1,1,0.0019484575071428904,0.14453555564340181,815,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.050119331742243436,0.9573617588274483,0,1,1,1,1,0.004880283912884008,0.15635386304478782,815,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.021479713603818614,0.9853431045969354,39,1,0,1,1,0.16528855255208405,0.42563885978565974,816,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.050119331742243436,0.9407061958694204,1,1,1,1,1,0.16528855255208405,0.42563885978565974,816,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.057279236276849645,0.9433710859427049,1,1,1,1,1,0.133030941582366,0.42592417544016214,816,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.059665871121718374,0.9393737508327782,1,1,1,1,1,0.1367262202883805,0.41382055333693835,816,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.059665871121718374,0.9420386409060626,1,1,1,1,1,0.16528855255208405,0.42563885978565974,816,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.03341288782816229,0.9846768820786143,15,1,1,1,1,0.10841861078728976,0.29523965822925646,817,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.06205250596658711,0.9480346435709527,12,1,1,1,1,0.10841861078728976,0.29523965822925646,817,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.05250596658711217,0.950033311125916,5,1,1,1,1,0.12323334431893995,0.4268013917631093,817,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.06205250596658711,0.9460359760159893,12,1,1,1,1,0.1006550681579636,0.43276373268899704,817,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.06205250596658711,0.950033311125916,12,1,1,1,1,0.10841861078728976,0.29523965822925646,817,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.026252983293556086,0.9853431045969354,9,1,1,1,1,0.02908325769162891,0.23233428023099467,818,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.050119331742243436,0.9473684210526315,3,1,1,1,1,0.02908325769162891,0.23233428023099467,818,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.0477326968973747,0.9493670886075949,3,1,1,1,1,-0.04195231118500178,0.18209569171660966,818,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.0477326968973747,0.944037308461026,3,1,1,1,1,-0.030604259463081183,0.20504891172540418,818,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.045346062052505964,0.950033311125916,3,1,1,1,1,0.02908325769162891,0.23233428023099467,818,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.03818615751789976,0.9733510992671552,30,1,0,1,1,-0.08685288243949028,0.058830419612178275,819,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.05489260143198091,0.9380413057961359,6,1,1,1,1,-0.08685288243949028,0.058830419612178275,819,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.05489260143198091,0.9453697534976683,41,1,0,1,1,-0.06310603148561254,0.062295080851265894,819,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.05489260143198091,0.9400399733510992,41,1,0,1,1,-0.08693492625830918,0.04701211251995119,819,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.05250596658711217,0.944037308461026,41,1,0,1,1,-0.08685288243949028,0.058830419612178275,819,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.03818615751789976,0.988674217188541,3,1,1,1,1,0.10737785805388468,0.45766971804491163,820,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.045346062052505964,0.9373750832778148,6,1,1,1,1,0.10737785805388468,0.45766971804491163,820,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.045346062052505964,0.9473684210526315,7,1,1,1,1,0.0734376292181007,0.6326785603590093,820,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.04295942720763723,0.9400399733510992,6,1,1,1,1,0.10642122260923441,0.6258117000461478,820,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.045346062052505964,0.9447035309793471,6,1,1,1,1,0.10737785805388468,0.45766971804491163,820,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.08353221957040573,0.977348434377082,16,1,1,1,1,-0.04301899433985917,0.11358503086124205,821,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.050119331742243436,0.9487008660892738,34,1,0,1,1,-0.04301899433985917,0.11358503086124205,821,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.05489260143198091,0.955363091272485,69,1,0,0,1,-0.00779332387839123,0.18916882781958932,821,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.05250596658711217,0.9526982011992006,69,1,0,0,1,-0.04170118713552128,0.17421177964036438,821,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.05250596658711217,0.9526982011992006,69,1,0,0,1,-0.04301899433985917,0.11358503086124205,821,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.0405727923627685,0.988674217188541,16,1,1,1,1,0.09827326410099357,0.37419808198785276,822,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.07159904534606205,0.9473684210526315,11,1,1,1,1,0.09827326410099357,0.37419808198785276,822,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.06921241050119331,0.9427048634243838,16,1,1,1,1,0.10795682428436998,0.5041534782327339,822,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.06921241050119331,0.9427048634243838,11,1,1,1,1,0.0770202721546894,0.35222591619436017,822,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.07159904534606205,0.9447035309793471,11,1,1,1,1,0.09827326410099357,0.37419808198785276,822,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.031026252983293555,0.9913391072618255,33,1,0,1,1,-0.06009918022532308,0.13717087936389305,823,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.050119331742243436,0.9413724183877415,15,1,1,1,1,-0.06009918022532308,0.13717087936389305,823,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.04295942720763723,0.938707528314457,3,1,1,1,1,0.11325234452906818,0.4898876921742783,823,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.05489260143198091,0.9393737508327782,3,1,1,1,1,-0.02014666554425023,0.4830208311435946,823,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.050119331742243436,0.938707528314457,3,1,1,1,1,-0.06009918022532308,0.13717087936389305,823,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.06443914081145585,0.9427048634243838,26,1,0,1,1,-0.05106035449901258,1.7763568394002505e-15,824,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.03818615751789976,0.9540306462358428,57,1,0,0,1,-0.05106035449901258,1.7763568394002505e-15,824,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.0405727923627685,0.9560293137908061,57,1,0,0,1,-0.06421051867783419,1.7763568394002505e-15,824,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.04295942720763723,0.9546968687541639,24,1,1,1,1,-0.07757725748723054,0.007239112086481647,824,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.0405727923627685,0.960692871419054,28,1,0,1,1,-0.05106035449901258,1.7763568394002505e-15,824,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.028639618138424822,0.983344437041972,2,1,1,1,1,-0.03620333883021404,0.15787736061924562,825,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.06682577565632458,0.9427048634243838,2,1,1,1,1,-0.03620333883021404,0.15787736061924562,825,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.06205250596658711,0.9420386409060626,2,1,1,1,1,-0.03495378030730831,0.17910106519484525,825,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.06443914081145585,0.9353764157228515,2,1,1,1,1,-0.056840187986840054,0.13044628018454762,825,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.05489260143198091,0.938707528314457,2,1,1,1,1,-0.03620333883021404,0.15787736061924562,825,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.059665871121718374,0.9686875416389074,30,1,0,1,1,0.11306026301328424,0.46901563586805395,826,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.06205250596658711,0.9400399733510992,26,1,0,1,1,0.11306026301328424,0.46901563586805395,826,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.0405727923627685,0.9413724183877415,26,1,0,1,1,0.09540678417814022,0.4640641905533709,826,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.0477326968973747,0.9340439706862091,26,1,0,1,1,0.07946704191793613,0.43384090437043277,826,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.04295942720763723,0.9347101932045303,26,1,0,1,1,0.11306026301328424,0.46901563586805395,826,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.059665871121718374,0.9880079946702198,30,1,0,1,1,0.18987649864623782,0.6227985737575903,827,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.059665871121718374,0.944037308461026,20,1,1,1,1,0.18987649864623782,0.6227985737575903,827,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.059665871121718374,0.9480346435709527,20,1,1,1,1,0.2402054431218176,0.5732205100226002,827,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.06682577565632458,0.9460359760159893,20,1,1,1,1,0.21213120914710773,0.5728344317025726,827,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.06443914081145585,0.9467021985343105,20,1,1,1,1,0.18987649864623782,0.6227985737575903,827,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.050119331742243436,0.9913391072618255,21,1,1,1,1,0.0905972333155795,0.3472967524715278,828,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.05250596658711217,0.9433710859427049,26,1,0,1,1,0.0905972333155795,0.3472967524715278,828,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_075,0.050119331742243436,0.9333777481678881,26,1,0,1,1,0.1709344236156349,0.5696250187800818,828,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_085,0.05250596658711217,0.9327115256495669,26,1,0,1,1,0.1171537549422068,0.420101055068244,828,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
RRH_FD_adaptive,0.0477326968973747,0.9360426382411725,26,1,0,1,1,0.0905972333155795,0.3472967524715278,828,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Liu_F_offline,0.03579952267303103,0.9447035309793471,38,1,0,1,1,-0.0037474716635748726,0.25808050538524885,829,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
Classical_Rolling,0.0405727923627685,0.9480346435709527,23,1,1,1,1,-0.0037474716635748726,0.25808050538524885,829,79,8,9,801,900,clean,intermittent,0.06,80,0,none,none,0,0.921875,9.458877175763885,6.3801913335763345,6.8434918644990175,6.534916938200513,6.638105998630914
